restaurant_name,city,cuisines,average_cost_for_two,aggregate_rating,votes
Chawla Di Hutti,New Delhi,North Indian,700,3.1,59
Sher 'A' Punjab Bhojnalya,New Delhi,North Indian,600,3.3,36
Guru Rakha,New Delhi,North Indian,600,3.1,62
Shudh Vaishno Hotel,New Delhi,North Indian,450,3.4,44
Kumar Samose Wala,New Delhi,Street Food,100,4.1,187
Amigo'S Deli,New Delhi,"Mughlai, Fast Food",350,3.2,11
Ananda Food Express,New Delhi,"North Indian, Chinese",450,3.2,27
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,3.4,33
Khana Vaana,New Delhi,"North Indian, South Indian, Chinese",300,3.4,32
Nazeer Foods,New Delhi,"North Indian, Mughlai, Chinese",550,3.3,87
Pind Balluchi,New Delhi,"North Indian, Mughlai",850,2.6,192
Rumours,New Delhi,"North Indian, Chinese, Italian",1000,3.4,232
Spice Grill,New Delhi,"North Indian, Mughlai, Chinese, Continental",1300,3.2,177
Utopia,New Delhi,"North Indian, Mediterranean, Continental",1500,3.2,286
Aroma Rest O Bar,New Delhi,"North Indian, Mughlai, Chinese",800,3.6,306
Cafe Shloka,New Delhi,"Cafe, Italian, Chinese, North Indian",1000,3.5,63
Chawla'S Tandoori Junction,New Delhi,North Indian,800,3.5,159
Desi Villa,New Delhi,"South Indian, North Indian, Chinese",800,3.7,28
Kanwarji'S,New Delhi,"Street Food, Mithai",400,3.5,40
Palomino,New Delhi,"North Indian, Mughlai, Continental, Chinese",1600,3.7,213
Raasa The Luxuriate Fine Dine,New Delhi,"North Indian, Mughlai, Chinese",1150,3.7,160
Shiv Tikki Wala,New Delhi,"Street Food, North Indian",250,3.8,300
The Barbeque Company,New Delhi,"North Indian, Chinese, Continental",1300,3.8,248
The Wrap Factory,New Delhi,Fast Food,250,3.6,109
Urban Punjab,New Delhi,"North Indian, Chinese",750,3.5,132
Classic,New Delhi,"Desserts, Fast Food, Ice Cream",250,4.0,95
Goosebumps,New Delhi,"Ice Cream, Desserts",300,4.0,292
Adyar Ananda Bhavan,New Delhi,"South Indian, North Indian, Chinese, Street Food, Fast Food",500,2.8,39
Amma Mess,New Delhi,"South Indian, North Indian",250,3.4,68
Amritsari Chaap Corner,New Delhi,North Indian,200,2.9,92
Aroma Spice,New Delhi,"North Indian, Chinese",800,3.4,51
Boheme Cafe Bar,New Delhi,"North Indian, Chinese, Continental, Italian",1100,3.2,142
Cafe Coffee Day,New Delhi,Cafe,450,2.6,21
Chinese King,New Delhi,"Chinese, North Indian, Mughlai",450,2.5,71
Chopsuey,New Delhi,"Chinese, North Indian",600,3.2,71
Chowringhee,New Delhi,"North Indian, Chinese",600,3.4,122
Crossroad Bar And Restaurant,New Delhi,"North Indian, Chinese, Mughlai",700,3.0,39
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,3.4,43
Giani'S,New Delhi,"Ice Cream, Desserts",400,3.4,38
Giani,New Delhi,"Ice Cream, Desserts",400,2.7,39
Gulnar Bar Be Que,New Delhi,"North Indian, Chinese",700,3.1,73
Kwality Bengali Sweets,New Delhi,"Desserts, Mithai",200,2.9,10
Little Chef,New Delhi,"North Indian, Mughlai, Chinese, Fast Food",500,2.7,32
M J Dosa Corner,New Delhi,South Indian,150,2.9,36
Moolchand'S,New Delhi,"North Indian, South Indian, Chinese, Fast Food",450,3.3,36
New Angaar Hyderabadi,New Delhi,Hyderabadi,750,3.1,134
New Frontier Hotel,New Delhi,North Indian,350,3.3,55
Oberoi Biryani,New Delhi,"North Indian, Mughlai",600,2.9,90
Om Ji Om,New Delhi,North Indian,500,3.2,60
Om Saravana Bhavan,New Delhi,South Indian,400,2.7,47
Pindi Meat,New Delhi,North Indian,300,3.4,43
Punjab Sweet Corner,New Delhi,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",350,3.3,236
R1 Lounge,New Delhi,"North Indian, Mughlai, Chinese",1100,2.6,31
R1 Take Away,New Delhi,"North Indian, Mughlai, Chinese",700,2.5,38
Raffles,New Delhi,"Fast Food, North Indian, Chinese",800,3.1,123
Raj Sweets,New Delhi,Mithai,150,2.8,9
Ramas Cafe,New Delhi,"South Indian, Chinese, North Indian",350,3.3,70
Sandoz,New Delhi,"North Indian, Chinese",550,3.4,114
Sandoz,New Delhi,"North Indian, Chinese",550,2.7,56
Shudh,New Delhi,"North Indian, Chinese, South Indian",600,3.1,247
Southy,New Delhi,South Indian,450,3.1,90
Spicy By Nature,New Delhi,"North Indian, Mughlai, Chinese",900,2.7,84
Spicy N Karara,New Delhi,"North Indian, Chinese, Fast Food",650,3.3,93
Spooky Sky,New Delhi,"Italian, Chinese, North Indian",650,3.4,44
Sri Krishna Udupi,New Delhi,South Indian,400,3.0,27
Tempting Restaurant,New Delhi,"Chinese, Mughlai, North Indian",750,2.7,68
The Smokin' Grill By The Flashback,New Delhi,Fast Food,400,3.3,23
Three Tuns,New Delhi,"European, Italian, Thai, Chinese, North Indian",1400,3.2,30
Wah Ji Wah,New Delhi,"North Indian, Chinese",500,2.5,69
Wow! Momo,New Delhi,"Tibetan, Fast Food",350,2.6,41
Wrap & Roll,New Delhi,"Fast Food, Chinese",400,3.4,36
Anjlika Pastry Shop,New Delhi,"Bakery, Desserts, Fast Food",400,3.6,179
Changezi Chicken,New Delhi,"North Indian, Mughlai",650,3.7,456
Chargrill Resto Bar,New Delhi,"North Indian, European, South Indian",900,3.6,43
Chowringhee,New Delhi,Fast Food,200,3.7,120
Glenz Cafe N Bakers,New Delhi,"Cafe, Fast Food, Desserts",700,3.8,230
Happy2Bake,New Delhi,Bakery,300,3.5,26
Nazeer Foods,New Delhi,"Mughlai, North Indian",600,3.5,27
Pakode Ki Dukaan,New Delhi,Street Food,50,3.6,35
Peshawari Chicken Corner,New Delhi,North Indian,500,3.6,76
Prem Dhaba,New Delhi,North Indian,650,3.7,177
Ravi Raj Di Kulfi,New Delhi,Desserts,150,3.6,99
Shawarma King'S,New Delhi,Fast Food,250,3.7,136
Shri Rama Restaurant,New Delhi,"North Indian, Chinese",600,3.5,72
Sri Balaji,New Delhi,"South Indian, North Indian",600,3.5,88
Standard Burfee,New Delhi,"Mithai, Street Food",200,3.8,100
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,3.6,118
Suruchi,New Delhi,"Gujarati, Rajasthani, North Indian, Fast Food",700,3.8,603
Tera Hotel,New Delhi,North Indian,350,3.5,149
The Diet Kitchen,New Delhi,"Continental, Healthy Food",700,3.7,39
The Spot,New Delhi,Chinese,350,3.5,109
Wrapss,New Delhi,"Chinese, Fast Food",350,3.5,214
Wrapss,New Delhi,"Chinese, Fast Food",350,3.5,64
Al Naseem Foods Shawarma,New Delhi,Fast Food,200,0.0,0
Ganpati Bhoj,New Delhi,North Indian,350,0.0,1
Pandit Dhaba,New Delhi,North Indian,300,0.0,0
Red Chili Potato,New Delhi,Chinese,150,0.0,0
Cafe Coffee Day,New Delhi,Cafe,450,2.3,32
Jade Garden,New Delhi,Finger Food,1000,2.4,52
Art Of Spices,New Delhi,"Fast Food, North Indian, Mughlai",500,4.0,841
Sindhi Corner,New Delhi,Street Food,200,4.0,74
The Feast House,New Delhi,"Continental, North Indian, American, Italian, Mexican",1050,4.3,142
Zaffran,New Delhi,"North Indian, Mughlai",2000,4.5,524
Mcdonald'S,New Delhi,"Fast Food, Burger",500,3.3,132
Captain Grub,New Delhi,"American, Fast Food",1000,3.1,18
M:Eat By Blanco,New Delhi,"Bakery, Desserts",300,3.3,29
Omazoni,New Delhi,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",650,2.5,120
Prabhu Chaat Bhandar,New Delhi,Street Food,150,3.2,242
Sugar & Spice - Le Marche,New Delhi,"Bakery, Fast Food",800,3.3,89
Big Chill,New Delhi,"Italian, Continental, European, Cafe",1500,4.5,4986
Big Chill,New Delhi,"Italian, Continental, European, Cafe",1500,4.6,1569
Amici Cafe,New Delhi,"Cafe, Pizza, Italian",1200,3.8,863
Azam'S Mughlai,New Delhi,Mughlai,600,3.9,157
Boombox Cafe,New Delhi,"American, Italian, North Indian, Chinese, Lebanese",2000,3.6,1428
Cafe Illuminatii,New Delhi,"Continental, Kashmiri, Italian, North Indian, Moroccan",2500,3.6,300
Cafe Turtle,New Delhi,"Cafe, Italian, Lebanese",1000,3.6,574
China Fare,New Delhi,Chinese,1000,3.7,243
Chokola,New Delhi,"Cafe, Desserts, Bakery",700,3.8,391
Cravings By Arshi Dhupia,New Delhi,"Bakery, Desserts, Fast Food",800,3.6,29
Harry'S Bar + Cafe,New Delhi,"Mediterranean, American, Asian",1700,3.7,395
Khan Chacha,New Delhi,"Mughlai, North Indian",650,3.7,2860
La Bodega,New Delhi,Mexican,1700,3.6,505
La Vie,New Delhi,"Italian, European",1400,3.9,454
Latitude 28,New Delhi,"American, Continental, Italian",2000,3.8,203
Laziz Kabab (Subhash Restaurant),New Delhi,Mughlai,400,3.7,79
Mr. Choy,New Delhi,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",1200,3.9,287
Public Affair,New Delhi,European,2100,3.8,199
Qureshi Kabab,New Delhi,Mughlai,450,3.5,17
Side Wok,New Delhi,"Burmese, Chinese, Japanese, Malaysian, Thai",2000,3.9,372
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,3.7,188
T Lounge By Dilmah,New Delhi,"Cafe, Tea, Desserts",800,3.6,34
The Blue Door Cafe,New Delhi,"Italian, French, European, Cafe",1700,3.7,774
The Coffee Bean & Tea Leaf,New Delhi,Cafe,700,3.8,256
Town Hall,New Delhi,"Japanese, Thai, Italian, Asian",2500,3.8,1186
Wok  In The Clouds,New Delhi,"Chinese, Thai, Continental, North Indian",2000,3.8,669
Cafe Coffee Day,New Delhi,Cafe,450,0.0,2
Civil House,New Delhi,"European, Continental, Pizza",1700,4.2,113
L'Opera,New Delhi,"Bakery, Desserts, Fast Food",400,4.0,518
Mamagoto,New Delhi,"Asian, Thai, Chinese",1600,4.1,1330
Out Of The Box,New Delhi,"North Indian, Lebanese, Mexican, Asian, Italian, American, European",1550,4.0,1203
Parallel,New Delhi,"Continental, American",2000,4.0,79
Perch Wine & Coffee Bar,New Delhi,"Cafe, European",2000,4.2,551
Smoke House Deli,New Delhi,"Italian, European, Cafe",1650,4.0,1093
Smokey'S Bbq And Grill,New Delhi,"American, European",2100,4.2,578
Sodabottleopenerwala,New Delhi,"Parsi, Iranian",1300,4.2,1914
The Artful Baker,New Delhi,"Bakery, Fast Food",600,4.0,220
The Big Chill Cakery,New Delhi,"Bakery, Desserts",700,4.4,912
The Chatter House,New Delhi,"Finger Food, Italian, North Indian",1800,4.2,436
Amaze Dining,New Delhi,"North Indian, Chinese",1100,3.1,10
Amritsari Naan & Kulcha,New Delhi,North Indian,250,3.1,12
Bangla Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Bakery",450,3.3,13
Bj'S Lounge & Cafe,New Delhi,"North Indian, Chinese",700,3.0,11
Btw,New Delhi,"Street Food, South Indian, Mithai",400,3.2,19
Cabana'S Kabab & Curry'S,New Delhi,"North Indian, Mughlai, Chinese",450,3.3,73
Cafe Coffee Day,New Delhi,Cafe,450,3.2,23
Chaap Point,New Delhi,Fast Food,150,3.2,11
Chicken Chilli Corner,New Delhi,"Chinese, North Indian",500,3.1,10
Chinese Dragon,New Delhi,"Chinese, Fast Food",550,2.6,49
Copper Restro Bar,New Delhi,"North Indian, Chinese, Continental",1200,2.8,15
Corner Sweets,New Delhi,"Mithai, Street Food",200,3.2,100
D'Casa,New Delhi,"North Indian, Chinese, Italian, Fast Food",1100,2.7,63
Delhi 15,New Delhi,"North Indian, Mughlai, Chinese",800,2.7,45
Dialogue Lounge & Cafн©,New Delhi,"Cafe, Continental",750,3.0,4
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,3.3,57
Flavours From Heaven,New Delhi,"North Indian, Chinese",650,3.3,12
Flavours Of Biryani,New Delhi,"Biryani, Mughlai",400,3.3,35
Flirty Momo'S,New Delhi,Chinese,350,3.0,6
Gedi Grill,New Delhi,"North Indian, Mughlai, Chinese",700,3.4,143
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,2.7,23
Indian Bites,New Delhi,"North Indian, Chinese, Continental",550,2.7,41
Karan'S Vaishno Dhaba,New Delhi,North Indian,300,3.2,29
Le Swaadik,New Delhi,"North Indian, Chinese",500,3.3,13
Let'S Meet Up,New Delhi,"Fast Food, Bakery",350,3.2,16
Madan'S Kabab Centre,New Delhi,"North Indian, Mughlai",600,3.2,31
Midnight Fries,New Delhi,"Chinese, Italian, Fast Food",550,2.7,46
Moradabadi Biryani,New Delhi,"Lucknowi, Biryani",300,3.1,9
Namdhari'S Icecream & Bakers,New Delhi,"Desserts, Bakery, Fast Food",300,2.8,23
Pahariya Chicken Corner,New Delhi,"Raw Meats, Fast Food",400,3.1,7
Pahariya Chicken,New Delhi,North Indian,450,2.7,15
Pappi Machhi Wala,New Delhi,North Indian,450,3.2,9
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,2.6,67
Polka Cakes & Coffee,New Delhi,"Fast Food, Chinese, Bakery",400,3.3,17
Punjabi Joint,New Delhi,"Mughlai, North Indian, Chinese",600,2.8,4
Rain Tree Grill,New Delhi,"North Indian, Chinese, Mughlai",1200,3.2,74
Resunga Food Corner,New Delhi,"Chinese, Mughlai",600,3.0,5
Shri Ram Poori Wale,New Delhi,Street Food,50,2.8,8
Supa'S Restaurant,New Delhi,"North Indian, Chinese",800,3.2,50
Swad Fast Food,New Delhi,"Chinese, South Indian",300,2.9,16
Syall Kotian Da Dhaba,New Delhi,North Indian,600,3.0,20
The Krib,New Delhi,"Italian, Continental",2500,3.2,14
Turtle Bay,New Delhi,"North Indian, Chinese, Fast Food",1100,3.4,74
Yakooz,New Delhi,"Hyderabadi, North Indian",550,3.1,20
Above & Beyond,New Delhi,"North Indian, Chinese, Mughlai, Continental",1200,3.5,133
Bawa Chicken,New Delhi,"North Indian, Mughlai, Chinese",650,3.5,98
Chatore,New Delhi,Street Food,250,3.6,26
Clay 1 Grill,New Delhi,"North Indian, Mughlai",1000,3.6,283
Firangi Island,New Delhi,"North Indian, Chinese, Continental, Italian",1200,3.5,21
Jeet Chaat Bhandar,New Delhi,Street Food,150,3.5,23
Mr. Grill,New Delhi,"North Indian, Chinese",600,3.6,55
Tikka Junction,New Delhi,"North Indian, Chinese",750,3.5,102
Momos Hut & Chinese Food,New Delhi,"Chinese, Fast Food",500,2.4,20
Wah Ji Wah,New Delhi,North Indian,350,2.1,54
Yo! China,New Delhi,Chinese,800,2.4,39
Aapki Apni Rasoi,New Delhi,North Indian,200,2.9,6
Aapki Rasoi,New Delhi,North Indian,250,3.0,15
Apni Rasoi,New Delhi,"North Indian, Chinese",300,2.9,16
Bharat Chicken Inn Foods,New Delhi,Mughlai,400,2.9,9
Bobby Veg Corner,New Delhi,Chinese,350,2.9,5
Brunch Point,New Delhi,North Indian,150,2.9,4
Bunty Dhaba,New Delhi,"North Indian, Chinese",500,2.5,50
Chandni Chowk Ka Sonu Parathe Wala,New Delhi,Street Food,100,3.1,12
Chankya,New Delhi,"North Indian, Fast Food, South Indian",500,3.2,79
Chaudhary Di Hatti,New Delhi,"Desserts, Street Food",150,3.3,20
Cook Du Kdu,New Delhi,"North Indian, Chinese, Mughlai",650,3.2,52
Daawat Restaurant,New Delhi,"North Indian, Chinese, South Indian",500,3.3,26
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,2.9,13
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,3.1,75
F 2 Pastry Shop,New Delhi,"Bakery, Fast Food",150,3.3,26
Food Villa,New Delhi,"North Indian, Chinese",700,2.9,10
Goosebumps,New Delhi,"Ice Cream, Desserts",300,3.2,6
Gulab,New Delhi,"Mithai, North Indian",500,3.3,12
Health Buzzz,New Delhi,Healthy Food,350,3.1,22
Jain Dhaba,New Delhi,North Indian,400,3.2,30
Jeeta Kulfi Walle,New Delhi,Desserts,100,3.3,12
Kamal Meat House,New Delhi,North Indian,400,2.6,15
Katyani Rasoi,New Delhi,North Indian,300,3.2,10
Magic Masala,New Delhi,"North Indian, South Indian",400,3.0,11
Masala Magic,New Delhi,"North Indian, South Indian, Fast Food",400,3.0,16
Mother Sweets,New Delhi,Mithai,100,3.4,15
Panj Taara,New Delhi,North Indian,600,3.1,8
Prince Fried N Grilled Chicken,New Delhi,North Indian,450,2.7,18
Punjabi'S Veg Grill,New Delhi,"North Indian, Fast Food",400,3.1,10
Raja Chat Corner,New Delhi,Street Food,100,3.3,20
Rajshree,New Delhi,"North Indian, Chinese",550,3.3,16
Sachdeva Chicken Corner,New Delhi,North Indian,500,3.4,39
Shree Rathnam,New Delhi,"South Indian, North Indian, Chinese",800,2.9,66
Sialkot,New Delhi,North Indian,250,3.1,7
Singh-O-Singh Kebabs,New Delhi,"North Indian, Mughlai",500,3.1,54
Super Snacks,New Delhi,"South Indian, Fast Food, Street Food",500,3.1,44
Tandoori Night,New Delhi,"North Indian, Mughlai",600,3.1,15
The Chaupal Bar And Restaurant,New Delhi,"Chinese, North Indian",800,2.9,14
The Roll Hut,New Delhi,"Chinese, Fast Food",200,3.1,13
Triveni,New Delhi,"North Indian, South Indian, Chinese, Fast Food",300,3.2,31
Gokul Foods,New Delhi,"North Indian, Chinese",550,3.6,22
Papa Pizza,New Delhi,"Pizza, Fast Food",450,3.5,21
Aalishaan,New Delhi,"Chinese, North Indian",300,0.0,2
Bhatia Chinese Food,New Delhi,"Chinese, South Indian, Fast Food",200,0.0,0
Break Fast Junction,New Delhi,North Indian,200,0.0,0
Breakfast Hut,New Delhi,North Indian,200,0.0,0
Buddy 'S. Pizza,New Delhi,Pizza,300,0.0,0
Chai Garam,New Delhi,"Beverages, Fast Food",150,0.0,0
Deepu Fish & Chicken,New Delhi,North Indian,500,0.0,2
Dial A Cake,New Delhi,"Bakery, Fast Food",400,0.0,2
Fuel Diet Cafe,New Delhi,Healthy Food,350,0.0,0
Go Chatz With Breadz,New Delhi,"Chinese, Fast Food",250,0.0,1
Goldy Chat Bhandar,New Delhi,Street Food,100,0.0,0
Green Chick Chop,New Delhi,"Raw Meats, Fast Food",350,0.0,2
Hungry Heights,New Delhi,Fast Food,300,0.0,2
Kebabish,New Delhi,North Indian,550,0.0,0
Khalsa Dhaba,New Delhi,North Indian,350,0.0,0
Khanna'S Hot Pizza,New Delhi,Pizza,350,0.0,1
Lets Eat Veg,New Delhi,North Indian,450,0.0,2
Murliwala Bakers,New Delhi,"Bakery, Fast Food",250,0.0,0
Panjabi Chic-Shoppe,New Delhi,"Raw Meats, Street Food",300,0.0,0
Raj Petha Bhandar,New Delhi,Mithai,200,0.0,1
Ramlal Sweets,New Delhi,Mithai,100,0.0,0
Sanjha Chula Baba Da,New Delhi,North Indian,250,0.0,1
Sri Krishna,New Delhi,Street Food,200,0.0,0
Sugandh Corner,New Delhi,South Indian,250,0.0,3
The Muffin Girl,New Delhi,Bakery,400,0.0,3
Rainbows,New Delhi,"Bakery, Fast Food",400,3.1,10
The Nest,New Delhi,"Continental, Italian, North Indian",2200,3.5,218
Burger Head Quarter Bhq,New Delhi,Fast Food,300,0.0,1
Mr. Billiken,New Delhi,North Indian,600,0.0,0
Naya Adda,New Delhi,Fast Food,200,0.0,0
Ocd - Online Cake Delivery,New Delhi,"Bakery, Desserts",200,0.0,1
Puja Sandwich House,New Delhi,Fast Food,300,0.0,1
Ambersari Dhaba,New Delhi,Fast Food,250,3.4,44
Arabian Knites,New Delhi,"Cafe, Chinese",500,3.0,7
Aryan'S Rajasthani Pyaz Ki Kachori,New Delhi,Street Food,100,3.1,4
Aviram'S Chinese Kitchen,New Delhi,"Chinese, Fast Food",250,2.7,4
Bhagwan Sweets,New Delhi,"Mithai, North Indian, Chinese, Street Food",250,2.8,8
Chawla,New Delhi,"North Indian, Chinese",400,2.7,7
Chinese Hut,New Delhi,"Chinese, Fast Food",450,3.2,56
Flavourz,New Delhi,Fast Food,150,3.3,6
Lets Bake Love,New Delhi,"Bakery, Desserts",600,3.0,4
Mahadev Dhaba,New Delhi,North Indian,100,2.6,10
Sethi'S Food Corner,New Delhi,"Chinese, North Indian",550,3.3,40
Sethi'S Restaurant,New Delhi,"North Indian, Chinese, Fast Food",700,3.4,49
Sindhi Kulfi,New Delhi,"Desserts, Ice Cream",100,3.0,4
Sri Kamakshi Vilas,New Delhi,"South Indian, North Indian",400,2.7,9
The Midnight Hub - C,New Delhi,"North Indian, Chinese, Fast Food",450,2.6,102
Anand Ji,New Delhi,"North Indian, Street Food",200,3.8,183
Happy Hakka,New Delhi,"Chinese, Asian, Thai",650,3.7,270
Oberoi'S,New Delhi,North Indian,600,3.6,75
Relax Restaurant,New Delhi,"North Indian, Mughlai",800,3.5,116
Al-Rihan,New Delhi,Mughlai,250,0.0,0
All Day 99,New Delhi,"North Indian, Chinese, South Indian",250,0.0,3
Anna Dosa,New Delhi,South Indian,300,0.0,3
Chick Chicken House,New Delhi,"Raw Meats, Fast Food",250,0.0,2
Chicken King,New Delhi,Mughlai,300,0.0,1
Choco Kraft,New Delhi,"Bakery, Desserts",300,0.0,2
Fnv,New Delhi,"North Indian, Chinese",600,0.0,2
Food En Vouge,New Delhi,North Indian,400,0.0,0
Food Junction,New Delhi,Chinese,300,0.0,0
Gian Ji Punjabi Dhaba,New Delhi,North Indian,150,0.0,0
Govinda,New Delhi,Street Food,100,0.0,1
Intermission,New Delhi,"Bakery, Fast Food",200,0.0,3
Karma Cafe & Lounge,New Delhi,"North Indian, Chinese",350,0.0,1
Lotes Bakes,New Delhi,Bakery,300,0.0,0
New Anna Ka Dosa,New Delhi,South Indian,250,0.0,1
New Sethi'S,New Delhi,"Mughlai, North Indian",500,0.0,0
Punjab Sweets,New Delhi,"Mithai, Street Food",150,0.0,2
Shri Ram Dhaba,New Delhi,North Indian,200,0.0,0
Standard Punjabi Food,New Delhi,North Indian,200,0.0,3
Taste Of Spice,New Delhi,North Indian,400,0.0,0
Aggarwal Sweet Corner,New Delhi,"North Indian, Chinese, Street Food, Mithai",300,3.4,22
Behrouz Biryani,New Delhi,Biryani,600,3.0,32
Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,3.1,8
Burger King,New Delhi,"Burger, Fast Food",500,3.4,45
Domino'S Pizza,New Delhi,"Pizza, Fast Food",700,2.5,47
Gopal (Sindhi) Restaurant,New Delhi,"North Indian, Mughlai",650,3.4,59
Kabul Delhi,New Delhi,Afghani,550,2.9,39
Khan Chacha,New Delhi,"Mughlai, North Indian",650,2.9,31
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,2.8,54
Punjabi Jaika,New Delhi,"North Indian, Street Food",250,3.3,40
Rozy Restaurant,New Delhi,"North Indian, South Indian, Chinese",500,2.6,50
Taj Cafe,New Delhi,"North Indian, Chinese",600,3.1,18
Tewari Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",500,3.1,33
The Burger Hut & Cake Shop,New Delhi,"Burger, Fast Food, Chinese, Bakery",300,3.0,41
Angel'S Basket,New Delhi,Bakery,200,3.5,70
Bikanervala,New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,3.7,269
Haldiram'S,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,3.8,472
Moon Of Taj,New Delhi,Desserts,500,3.8,21
Tongue Thai'D,New Delhi,"Asian, Thai",1000,3.7,57
Udupi Sai Sarover,New Delhi,"North Indian, South Indian, Chinese",550,3.8,63
Wagh Bakri Tea Lounge,New Delhi,Cafe,550,3.5,54
K2 Multi Cuisine Restaurant,New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1000,0.0,2
Tibet Kitchen,New Delhi,"Tibetan, Chinese",500,3.5,515
Baba Nagpal Corner,New Delhi,"North Indian, Street Food",150,4.1,577
Burger Street,New Delhi,Fast Food,300,3.4,32
Dilli Zaika,New Delhi,"Fast Food, South Indian, Chinese",300,3.2,23
Mughal Chic Inn,New Delhi,"Mughlai, North Indian",600,3.3,23
Nutrition Theka,New Delhi,Cafe,500,3.3,12
Punjabi Chaap Corner,New Delhi,"North Indian, Fast Food",550,3.1,20
Samosa Street,New Delhi,"Fast Food, Street Food",200,3.3,7
Shanu'S Chicken Planet,New Delhi,"North Indian, Mughlai, Chinese, Italian",450,3.2,11
Shanu'S Food Shop,New Delhi,"North Indian, Chinese, Fast Food",450,2.8,13
Bigbee,New Delhi,Bakery,100,0.0,0
Delhi 6 Cafe,New Delhi,"Chinese, South Indian",300,0.0,0
Mk'S Chinese Food,New Delhi,"Chinese, Fast Food",250,0.0,0
Nirvana The Divine Kitchen,New Delhi,"North Indian, Chinese",700,0.0,0
Preechen,New Delhi,"North Indian, Fast Food",400,0.0,0
Rahul Eggs,New Delhi,"Fast Food, South Indian",400,4.2,762
7 Stick,New Delhi,"Pizza, Fast Food",250,2.8,8
Aashirwad Restaurant,New Delhi,"North Indian, Chinese",400,2.6,5
Amar Bakery,New Delhi,"Fast Food, Mithai, Bakery",250,3.3,13
Apni Rasoi,New Delhi,North Indian,400,3.1,24
Baked Buns,New Delhi,Fast Food,500,3.1,18
